top,bookname,click,info,label,type
15,总裁老公吻上瘾,3629983,"他是神秘而低调的商业奇才，她是默默无闻的职场菜鸟。
面对闺蜜背弃、父母欺骗，她含泪走向红地毯，嫁给陌生人。
然而他却意外出现，扔下一句‘你要嫁的人应该是我’，牵着她的手冲出了礼堂。
一场甜蜜婚姻，是相夫教子守望一生，还是陌路两行各行其道？
爱情总是在相互折磨中慢慢滋生，无踪迹，无法寻觅。
一但爱上，便无法回头。
总裁老公吻上瘾是作者""梦依旧""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,腹黑,总裁,豪门,萌系可爱",言情
16,乱舞芳华：丞相欠管教,455688,"漂亮的水墨色眸子，纤长的睫毛仿似眨动间便能勾人心魄，一身银白色长袍衬着散落周身的如瀑长发，温润如玉，飘然出尘。
只因皇帝一声令下，自此温润丞相遇上21世纪搞怪小强女，蹦嚓嚓！
她凭什么要关门？她就偏不。你不是乐意和我斗嘴吗？那你就当着全京城老百姓的面和我斗好了，反正我不是丞相，我不怕丢人。
看官们且不要走开～～
乱舞芳华：丞相欠管教是作者""白飞飞""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","穿越,冤家,腹黑,斗智,浪漫",言情
17,唇唇欲动，冷少的独家私宠,1572712,"他是邪魅的集团总裁，她是以情妇身份被夜夜掠夺的心机女。
就算明知道她是错的人，他也依旧将她宠上云端，然而当真相大白，她转身一脚将他踹进地狱！
面对必须做出的生离死别，他笑如夺命修罗，残忍地掐住她的脖颈，“女人，要么做我此生的新娘，要么做我手上的新尸，你，选择哪种？”
唇唇欲动，冷少的独家私宠是作者""天线宝宝""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","虐恋,替身,契约,豪门,腹黑",言情
18,穿越异世之生死相依,434318,"因为爱，所以爱了；因为爱，所以恨了。带着深深的爱与恨，她来到了一座偏岛上，跳入了深不见底的海中，以此结束这可悲可恨的一切，本以为这样就可以解脱了，可老天似乎总喜欢跟她开玩笑，她不但没有死，反而复活了，只是可悲的是她活在了另一个世界，而前世的记忆却依然存在，一个与她生前不一样的世界，这个朝代在历史的字典里是查不到的，那就是“莫国”。既来之，则安之，待看她是如何在这个朝代生存？看遭遇失忆的她如何忘...
穿越异世之生死相依是作者""玛瑙石""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
19,天价萌妻：总裁请立正,263372,"她是寄养在他家无父无母的孤儿，初见，他怒喝她“小乞丐！”
他是家族企业的富家公子，再见，她尊敬他“三少！”
她为心中以为的真爱从军拼至少将，三年后归来，他拥她入怀，千言万语只到嘴边变成了心疼的呢喃。
她幼年阴影，她生性凉薄，她果断利落，都只是她的自卑而已。
如果能重回初见，她会选择再也不见。
如果能重回初见，他会选择温柔轻呵。
天价萌妻：总裁请立正是作者""巫葭""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","暧昧,总裁,腹黑,青梅竹马,搞笑",言情
20,拒婚老婆，么么哒,1405989,"传说，简家是受到诅咒的家庭，所以，她是简何，也是简媛。
因为姐姐的离世，她不得不一人分饰两角来生活，订婚之日她被他强行夺走。
从此虐身虐心，当整个身心交付出去时，一切却变了样子，让她生不如死。
只是，说好的不谈情，既然他睡了她却不要她，为何还要一朵一朵的掐掉她的桃花？

拒婚老婆，么么哒是作者""安默暖""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
21,毒女复仇记,350094,"她为筹集母亲医药费委屈被潜，不料丑闻被曝光，人生堕入黑暗。却也因此引得各路美男主动招惹。这些男人的纠缠，却让她被男友背叛，更得罪了黑暗势力，被毁容，好友被害，母亲被逼死！天道不公，我来还自己公平！换张脸，换一副心肠，翻转形势在这黑暗世道之中夺取立足之地！欠我的男人，金钱，权利，还有命全部都要还给我！
毒女复仇记是作者""掉线木偶""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","腹黑,总裁,浪漫,虐恋,豪门,迷情",言情
22,总裁大人请滚开,1605365,"他爱她深入骨髓，却不得不对她加以折磨，最后还送她一句话，“几个男人才能够填饱你这样的贱人！”
她爱他爱到昏天暗地，但也恨不得把他挫骨扬灰。
纠纠缠缠却又不能分开。
到底是什么原因让他们变成这样。
等到兜兜转转，他终于下定决心对她说出他的心意时，她对他生冷的说出一句话，“总裁大人，你的爱我承受不起，请滚开！”

总裁大人请滚开是作者""妖小金""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
23,一吻成瘾：爹地求放过,770635,"一次意外的逃生，她遇到了他，糊里糊涂的相遇，她把自己一生的幸福，都葬送在那个男人身上……
他爱她甚至不惜一切代价，将她绑在自己的身边。却成就了她一步一步的报仇之路。
“项鹏涛小朋友，你怎么那么喜欢耍酷呀，你很聪明，那我问你一个问题好了，一加一等于几呀？”
“薛嘉伦那是二，你个白痴。”
“错，不是等于二，也不是等于三哟，是等于四的咩！”
一吻成瘾：爹地求放过是作者""楚韵儿""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","腹黑,总裁,虐恋,豪门,萌系可爱",言情
24,叔叔小心我撒野,1124900,"遇见他的时候，她才19岁，他是她名义上的叔叔，记者和明星之间
千丝万缕纠缠，他想要摧毁美好的她又想守护着这份美好。她在众人眼里唯唯诺诺，却唯独在他世界里撒野，从叔叔到……纸是包不住火的，当关系被捅破，她站在镜头下笑如瑰丽。
“逸辰叔叔对我很好，只是叔叔和侄女间的好，我们没有任何暧昧关系！”
心，竟然有些疼，为什么？
叔叔小心我撒野是作者""花安夏""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
25,谁先说我爱你,434170,"他们是一场奇异的邂逅！
她是个名符其实的假小子！
他是个举止优雅的真绅士！
他们竟然在头一天认识就睡在同一个房间了？
为了和他在一起，她非常努力的把自己变成淑女！
他们之间却又很多的障碍！
为了爱他，她付出了她能够复出的所有！
但却始终执着着谁说‘我爱你’！
谁先说我爱你是作者""蒸发的水""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
",暂无,言情
26,独家秘恋：男神老公请温柔,227212,"她爱上了养母的儿子，然而有一天错把心上人的孪生弟弟当做了他，被骗了初吻，进而引发一连串误会和机缘巧合的暧昧事件，产生了错综复杂的爱恋情感。
当她偶然得知生父的下落，却也险些落入生父的魔爪，被误解为生父的小三。更糟糕的是，她的生父极可能是杀死爱人父亲的凶手。
然而这一切都与她早逝的母亲留下的重重谜团相关，当谜题解开时，她最终能否与心爱的人在一起？
独家秘恋：男神老公请温柔是作者""梓焰""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","二男争一女,暧昧",言情
27,纨绔太子妃,705330,"她看似娇小，实则狡诈如狐，惩嫡母，罚嫡姐，但女人终究是女人，最终得遵循家族安排嫁入宫廷。
新婚之夜，盖头揭开，她看着新郎，瞠目结舌，天下还有更美的人吗？而新郎却含羞带怯低下头，“花痴”。
他美艳不可方物，明明是头腹黑的野狼， 却无辜得像个最纯真的孩子。
且看现代职场女嫁入宫廷后，如何斗群妃，保相公，揭阴谋， 更用那柔弱的肩膀，担起辅助家国的重任？
纨绔太子妃是作者""苏苏小秦""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","宫斗,穿越,帝王,腹黑,纨绔",言情
28,婚婚欲动：总裁别太拽,512692,"“先生，你这种搭讪的方式已经过时了，麻烦你来点儿新鲜的。”看着站在自己面前，依旧英俊潇洒，依旧让女人为之疯狂的男人，米格格唇边划过一抹慑人的冷笑。
笑话，姑奶奶我是你招之则来，挥之则去的女人？姑奶奶现在看上的，可是小鲜肉，你这种腊肉，能滚多远就滚多远，姑奶奶不屑一顾。
“老婆，小鲜肉怎么能和老腊肉相比呢？不要忘记了，昨晚可是老腊肉让你……”
婚婚欲动：总裁别太拽是作者""天线宝宝""倾力创作的言情小说,在恒言中文网首发,提供最新章节无弹窗广告阅读,请支持原创正版。
粤ICP备20022615号-1
桂B2-20130025 网络文化经营许可证：桂网文[2018]1334-010
提供都市小说、言情小说等好看的小说在线阅读，最新小说免费下载
Copyright©2014 www.hengyan.com All Rights Reserved
","总裁,豪门,斗智",言情
